satellite_catalog_number,international_designator,epoch_year,epoch_day,mean_motion_derivative,mean_motion_derivative_2nd,bstar_drag_term,element_number,inclination,right_ascension,eccentricity,argument_of_perigee,mean_anomaly,mean_motion,revolution_number_at_epoch
53879,22116A,23,086.56083333,.00024998,00000-0,45015-3,999,51.6429,12.9576,0005803,136.6906,210.5712,15.49634740,2899
53880,51.6446,05,.3871 000270,144.6995,03.9550,6.504557,40,74048D,24284.2,443136,.0000173,00000-,17475-2 0,999
53882,66077AE,22,276.92152532,.00003291,00000-0,51237-1,999,88.2877,248.5654,2406741,17.1790,5.9102,8.84138252,467
53884,97.4648,07,.5526 001073,129.3259,30.8942,5.447464,1408,22118B,24284.1,119661,.0020751,00000-,24245-2 0,999
53886,22119A,24,283.95986162,-.00001998,00000-0,-10747-3,999,53.2160,119.5496,0001483,90.1176,269.9987,15.08837833,11340
53887,53.2157,20,.0737 000121,101.3625,58.7504,5.088331,1380,22119C,24283.8,369511,.0000009,00000-,12368-4 0,999
53889,22119D,24,283.95249369,.00002870,00000-0,19834-3,999,53.2152,119.5035,0001408,112.2353,247.8789,15.08838556,11340
53890,53.2152,85,.2043 000140,83.5467,76.5685,5.088268,1428,22119F,24283.8,264788,.0000730,00000-,47696-3 0,999
53892,22119G,24,283.86046537,-.00000700,00000-0,-25931-4,999,53.2157,119.6408,0001420,105.1499,254.9651,15.08828052,11381
53893,53.2150,20,.0127 000134,93.5386,66.5760,5.088326,1380,22119J,24283.8,896379,.0000233,00000-,-12854-3 0,999
53895,22119K,24,283.86415037,-.00002494,00000-0,-13870-3,999,53.2159,119.6668,0001440,92.6634,267.4523,15.08832794,11381
53896,53.2153,19,.6252 000148,101.5851,58.5308,5.088294,1381,22119M,24283.9,775239,.0000053,00000-,-15462-4 0,999
53898,22119N,24,283.84571945,-.00002200,00000-0,-12023-3,999,53.2148,119.5518,0001367,96.4087,263.7061,15.08827971,11381
53899,53.2155,19,.5773 000142,99.7248,60.3906,5.088260,1381,22119Q,24283.8,834962,.0000024,00000-,33739-4 0,999
53901,22119R,24,283.91933354,.00005715,00000-0,37693-3,999,53.2146,119.3015,0001462,113.7701,246.3444,15.08832990,11340
53902,53.2165,68,.4262 000119,97.5873,62.5255,5.088455,1413,22119T,24283.8,405378,.0000295,00000-,-16760-3 0,999
53904,22119U,24,283.83466132,-.00002439,00000-0,-13525-3,999,53.2149,119.4847,0001456,96.2405,263.8752,15.08830433,11381
53905,53.2163,10,.1501 000142,94.1508,65.9647,5.088262,1394,22119W,24283.8,296557,.0000074,00000-,-28767-4 0,999
53907,22119X,24,283.83106645,-.00002573,00000-0,-14362-3,999,53.2148,120.1524,0001537,95.2810,264.8357,15.08836010,11380
53908,53.2161,09,.5070 000133,84.1007,76.0137,5.088826,1354,22119Z,24283.8,831014,.0000042,00000-,-88831-5 0,999
53910,22119AA,24,283.91667824,.00152548,00000-0,67052-2,999,53.2091,107.1249,0005989,220.5965,185.4854,15.20796438,587
53911,53.2155,09,.5297 000122,91.2769,68.8364,5.088525,1354,22119AC,24283.8,557968,.0000326,00000-,22319-3 0,999
53913,22119AD,24,283.73627004,-.00002708,00000-0,-15211-3,999,53.2158,110.3065,0001232,102.2524,257.8606,15.08838497,11393
53914,53.2148,09,.9902 000134,100.9170,59.1973,5.088491,1394,22119AF,24283.8,357086,.0000419,00000-,28185-3 0,999
53916,22119AG,24,284.16127105,-.00004976,00000-0,-29470-3,999,53.2182,88.0736,0001381,103.3172,256.7974,15.08851002,11386
53917,53.2157,09,.4388 000136,101.8573,58.2573,5.088391,1354,22119AJ,24283.7,514315,.0000298,00000-,-16938-3 0,999
53919,22119AK,24,283.79145714,-.00003014,00000-0,-17141-3,999,53.2165,109.9388,0001463,92.5008,267.6151,15.08830679,11394
53920,53.2155,10,.0533 000140,90.5059,69.6094,5.088317,1394,22119AM,22298.3,571443,.2679402,12369-,16888-2 0,999
53922,22119AN,24,283.84663429,.00003721,00000-0,25168-3,999,53.2146,109.5760,0001374,86.5136,273.6013,15.08848233,11395
53923,53.2155,09,.9173 000140,88.4261,71.6892,5.088349,1394,22119AQ,24283.7,376724,.0000149,00000-,-75817-4 0,999
53925,22119AR,24,283.83190664,.00000496,00000-0,49260-4,999,53.2150,109.4953,0001363,104.1020,256.0124,15.08833729,11395
53926,53.2165,04,.8973 000137,97.1922,62.9227,5.088353,1402,22119AT,24283.7,013873,.0006984,00000-,35661-2 0,999
53928,22119AU,24,283.85861905,.00002272,00000-0,16079-3,999,53.2155,99.6728,0001357,78.4120,281.7025,15.08835055,11409
53929,53.2157,10,.2313 000147,90.1950,69.9211,5.088334,1394,22119AW,24283.7,764160,.0000237,00000-,-13088-3 0,999
53931,22119AX,24,283.83513891,-.00000621,00000-0,-20923-4,999,53.2164,94.5428,0001387,90.5057,269.6094,15.08825999,11416
53932,53.2157,95,.3833 000137,91.1620,68.9530,5.088300,1415,22119AZ,24283.7,869573,.0000080,00000-,68740-4 0,999
53934,22119BA,24,283.80573942,-.00002454,00000-0,-13617-3,999,53.2152,95.0596,0001468,84.4173,275.6986,15.08832964,11417
53935,53.2174,83,.1817 000135,82.8352,77.2795,5.088134,1393,22119BC,24283.7,626663,.0000089,00000-,-38020-4 0,999
53937,22119BD,24,283.79330641,-.00001631,00000-0,-84442-4,999,53.2153,90.0038,0001441,83.1126,277.0030,15.08829221,11422
53938,53.2263,92,.9614 004561,94.6379,65.9872,6.158761,274,22119BF,22280.8,782519,.0226231,11829-,94203-3 0,999
53940,22119BG,22,283.18738455,.12502852,12597-4,20056-3,999,53.2278,174.7855,0012548,76.0328,284.2118,16.47236327,329
53941,53.2278,77,.0485 000689,90.6081,69.5761,6.475100,322,22118C,23310.8,359365,.4837402,26749-,19138-3 0,999
53943,22120A,24,284.17413644,.00032183,00000-0,13276-2,999,34.9951,178.0576,0006843,237.0478,122.9579,15.23083012,11364
53944,34.9795,65,.8592 000895,326.9068,11.5460,6.301511,5425,22120C,23132.4,798597,.0528101,16514+,53540-2 0,999
53946,22120D,24,180.29015112,.07386209,14066-5,10779-2,999,34.9659,15.9345,0008545,317.5194,222.2961,16.33351466,9872
53947,34.9937,78,.0156 000732,307.2514,52.7532,5.227773,1364,22121A,24284.1,967923,.0009940,00000-,17046-2 0,999
53949,22121B,24,284.14162639,.00624454,15971-3,18127-2,999,97.3610,315.2251,0006071,161.1827,198.9673,15.92904532,11390
53950,97.3792,09,.5690 000896,155.9735,04.1932,5.416665,1349,22057BC,24250.4,134991,.1033432,26218-,10528-2 0,999
53952,82092CBM,22,271.17085179,.02777737,90345-2,49313-2,999,82.5385,161.3900,0006237,151.3049,208.8575,16.04159068,432
53953,82.5462,20,.4427 001637,164.1980,95.9804,5.837806,2610,82092CB,22296.8,845481,.0610914,17913+,13023-1 0,999
53955,22122A,22,279.63944650,.03365122,-39111-5,25034-3,999,136.8921,162.7725,0011760,200.8011,180.3550,16.39274042,86
53956,36.8760,42,.4684 001561,176.8910,29.9163,6.362232,34,22122C,22276.5,944056,.2727758,-38293-,18460-2 0,999
53958,22122D,22,276.12648951,.06815912,-35961-5,13724-2,999,136.8146,139.9788,0028428,135.0544,225.2109,16.28958072,22
53959,36.8757,62,.7534 001743,211.3135,99.2903,6.344020,80,22123A,24282.5,965606,.0000009,00000-,00000-0 0,999
53961,22123B,24,283.73376341,.00000076,00000-0,00000-0,999,0.0150,84.8156,0001091,113.3366,313.8427,1.00270867,105
53962,3.0118,20,.1685 029473,261.3734,95.6550,1.075916,792,22124A,23070.9,875170,.0015076,00000-,94655-3 0,999
53964,22125A,24,283.96906884,.00012110,00000-0,77818-3,999,53.2183,19.4368,0001432,91.0270,269.0886,15.08814572,11153
53965,53.2175,21,.2002 000138,98.9835,61.1314,5.088274,1147,22125C,24283.9,168166,.0000176,00000-,12869-3 0,999
53967,22125D,24,283.56056655,-.00006239,00000-0,-37452-3,999,53.2156,21.1468,0001428,94.8704,265.2451,15.08814629,11140
53968,53.2184,21,.0835 000170,94.3611,65.7576,5.088284,1140,22125F,24283.5,688687,.0000323,00000-,-18511-3 0,999
53970,22125G,24,283.55919516,-.00002785,00000-0,-15703-3,999,53.2179,16.1615,0001373,94.8720,265.2429,15.08820949,11148
53971,53.2173,21,.1045 000128,96.1209,63.9930,5.088270,1140,22125J,24144.2,847894,.2752583,12234-,38333-2 0,999
53973,22125K,24,284.00950441,.00001207,00000-0,93952-4,999,53.2176,18.9777,0001450,76.9132,283.2022,15.08831545,11154
53974,53.2187,0,.9252 000133,98.3684,61.7460,5.088333,1168,22125M,24283.9,864661,.0000015,00000-,83070-5 0,999
53976,22125N,24,283.49618216,-.00005417,00000-0,-32274-3,999,53.2168,1.5205,0001350,85.5101,274.6045,15.08812562,11167
53977,53.2182,14,.4157 000148,99.6285,60.4875,5.088120,1160,22125Q,24283.9,557656,.0000278,00000-,19267-3 0,999
53979,22125R,24,283.95294272,.00000909,00000-0,75234-4,999,53.2184,14.3448,0001105,70.0481,290.0630,15.08828340,11160
53980,53.2189,15,.9675 000162,100.9830,59.1344,5.088183,1147,22125T,24284.1,165595,.0000186,00000-,13522-3 0,999
53982,22125U,24,283.55780970,-.00004545,00000-0,-26768-3,999,53.2179,11.1604,0001816,98.1808,261.9390,15.08837018,11161
53983,53.2184,1,.0532 000101,79.4228,80.6878,5.088402,1175,22125W,24283.9,630963,.0000338,00000-,23052-3 0,999
53985,22125X,24,283.97367187,-.00000511,00000-0,-14049-4,999,53.2167,9.4918,0001213,103.3418,256.7709,15.08840138,11167
53986,53.2179,59,.1854 000120,91.9724,68.1406,5.088307,1181,22125Z,24283.9,997760,.0000056,00000-,-17268-4 0,999
53988,22125AA,24,283.56517145,-.00001694,00000-0,-88362-4,999,53.2170,11.2115,0001352,117.6692,242.4438,15.08837614,11161
53989,53.2202,11,.1904 000154,83.7917,76.3251,5.088295,1154,22125AC,24235.0,551083,.2855987,12257-,30095-2 0,999
53991,22125AD,24,283.94877590,-.00000112,00000-0,11051-4,999,53.2167,359.3039,0001288,63.6391,296.4733,15.08827973,11181
53992,53.2181,9,.3541 000158,83.1874,76.9299,5.088290,1167,22125AF,24283.9,807112,.0000373,00000-,-21679-3 0,999
53994,22125AG,24,283.94051780,-.00001379,00000-0,-68634-4,999,53.2182,9.2851,0001097,77.7268,282.3847,15.08816194,11167
53995,53.2186,11,.1259 000157,104.1444,55.9724,5.088254,1153,22125AJ,24283.9,682152,.0000002,00000-,19689-4 0,999
53997,22125AK,24,283.50723321,-.00001724,00000-0,-90342-4,999,53.2173,1.5736,0001328,80.8269,279.2874,15.08798166,11167
53998,53.2190,9,.5137 000130,88.7498,71.3643,5.088385,1159,22125AM,24283.9,418647,.0000136,00000-,10371-3 0,999
54000,22125AN,24,283.50354466,-.00004983,00000-0,-29531-3,999,53.2182,1.5538,0001480,103.7485,256.3672,15.08823762,11167
54001,53.2107,80,.7852 000419,312.5301,91.9913,6.408121,8985,22125AQ,24283.5,555398,.0001213,00000-,-74660-3 0,999
54003,22125AR,24,283.53569236,-.00003418,00000-0,-19688-3,999,53.2178,11.0223,0000685,72.0723,288.0343,15.08827676,11154
54004,53.2188,10,.9542 000111,98.1625,61.9493,5.088192,1159,22125AT,24283.5,832957,.0000323,00000-,-18505-3 0,999
54006,22125AU,24,283.97727190,-.00000978,00000-0,-43366-4,999,53.2205,8.8099,0001634,107.5895,252.5276,15.08838690,11166
54007,53.2184,10,.9351 000068,69.3391,90.7675,5.088188,1154,22125AW,24283.5,820013,.0000043,00000-,45185-4 0,999
54009,22125AX,24,283.98096242,.00000060,00000-0,21889-4,999,53.2198,8.8319,0001255,82.3439,277.7695,15.08809153,11166
54010,53.2181,57,.9328 000117,83.9248,76.1877,5.088428,1183,22125AZ,24283.4,986263,.0001049,00000-,-64295-3 0,999
54012,22125BA,24,283.54030599,-.00001564,00000-0,-80250-4,999,53.2167,1.0775,0001234,97.0022,263.1110,15.08820311,11173
54013,53.2185,1,.1230 000147,84.7472,75.3688,5.088283,1173,22125BC,24145.8,436519,.2479929,12237-,30331-2 0,999
54015,22125BD,24,284.20640051,.00002923,00000-0,20177-3,999,53.2178,358.1211,0001279,77.2175,282.8960,15.08816922,11183
54016,53.2222,64,.8740 000212,273.5215,86.5594,6.465829,614,22125BF,22313.0,430046,.1383387,12524-,24366-3 0,999
54018,22125BG,22,312.32322150,.08113705,12360-4,56197-3,999,53.2126,280.0663,0001229,271.1194,88.9714,16.40450446,566
54019,53.2050,81,.3426 000201,327.1687,32.9240,6.488254,562,22126A,24284.1,787184,.0000520,00000-,11021-2 0,999
54021,22126B,24,284.16752647,.00004400,00000-0,93963-3,999,54.9974,150.1707,0017339,123.1778,237.0880,14.60346776,10707
54022,56.1119,53,.8503 000657,118.0221,89.4942,6.503039,8636,22127A,24283.9,425033,.0000089,00000-,28315-3 0,999
54024,22127B,24,284.04086595,.00013168,00000-0,15213-2,999,98.2657,311.9463,0124258,200.1957,159.4315,14.80253045,10815
54025,98.2825,83,.7345 001360,71.9009,88.9580,6.521065,2204,22128A,24283.6,182646,.0000008,00000-,00000-0 0,999
,,,,,,,,22128B,24283.6,260837,.0000006,00000-,00000-0 0,999
54028,22128C,24,283.57311491,.00021802,00000-0,26274-2,999,26.8585,335.9762,5879148,61.6083,344.9451,4.24786273,3057
54029,98.2728,87,.4418 001434,177.8479,82.2780,4.515560,0618,22129B,24283.7,959647,.0000201,00000-,46743-3 0,999
54031,22130A,24,283.38198827,-.00000042,00000-0,00000-0,999,64.5959,336.2149,0008269,225.4871,134.5153,2.13101451,1556
54032,64.5954,36,.6977 002662,176.7513,83.3356,2.110463,1540,22131A,24283.8,579948,.0000014,00000-,00000+0 0,999
54034,22131B,24,283.29754395,-.00000124,00000-0,00000-0,999,1.7521,86.2889,0080498,22.2829,338.5715,0.97749691,710
54035,97.3866,88,.7247 001079,201.7702,58.3079,5.260836,1086,22132B,23011.7,919309,.3950441,24745-,37692-2 0,999
54037,22132C,24,105.23703779,.23110111,27552-5,26582-2,999,97.5859,115.0410,0011346,192.0688,168.0339,16.36713169,8261
54038,97.5313,20,.7536 001555,222.1551,67.0140,6.287658,2836,22132E,24283.8,947562,.0002685,00000-,85851-3 0,999
54040,22132F,23,153.41409016,.19267887,24497-5,31127-2,999,97.1447,154.7967,0010087,215.9254,247.9996,16.33531876,3549
54041,97.1630,50,.8696 001139,136.9905,23.2283,6.317232,6725,22133A,24283.9,735256,.0000351,00000-,14463-3 0,999
54043,22133B,24,283.78928812,.00031453,00000-0,12805-2,999,34.9952,36.4748,0016762,253.4320,106.4553,15.23420586,11080
54044,34.9673,02,.2602 000795,292.4360,91.2015,6.439722,4723,22133D,24283.7,684392,.0004303,00000-,17332-2 0,999
54046,22133E,23,238.15463787,.09260552,14635-5,25329-2,999,34.9867,45.5854,0012989,323.8402,197.0998,16.26669790,4870
54047,51.2958,00,.1751 000964,265.7437,33.7535,6.379635,2704,22134A,24283.7,234706,.0000009,00000-,00000+0 0,999
54049,22134B,24,283.77821637,.00000369,00000-0,63776-2,999,24.3834,154.9593,8022677,62.1320,355.1273,1.34599812,977
54050,96.2709,68,.6578 001527,200.7360,40.8877,6.497262,877,22136A,24283.8,915099,.0000016,00000-,78202-5 0,999
54052,22136B,24,283.78501115,-.00002301,00000-0,-12656-3,999,53.2160,99.9170,0001312,90.9345,269.1797,15.08835840,10952
54053,53.2144,39,.8137 000136,89.3410,70.7739,5.088253,0897,22136D,24283.8,809223,.0000070,00000-,62455-4 0,999
54055,22136E,24,284.02425886,-.00003215,00000-0,-18399-3,999,53.2154,139.1985,0001284,80.1641,279.9496,15.08843637,10947
54056,53.2154,39,.1626 000120,86.8915,73.2214,5.088331,0898,22136G,23096.3,263977,.3569730,12384-,18901-2 0,999
54058,22136H,24,283.87703945,.00003060,00000-0,21031-3,999,53.2140,139.7006,0001232,87.8421,272.2712,15.08832893,10897
54059,53.2146,39,.1300 000133,82.4199,77.6944,5.088302,0947,22136K,24283.8,927460,.0000034,00000-,39882-4 0,999
54061,22136L,24,283.77164468,-.00001224,00000-0,-58848-4,999,53.2147,104.7633,0001397,85.1703,274.9448,15.08835088,10945
54062,53.2139,39,.6796 000129,90.5829,69.5311,5.088328,0897,22136N,24283.8,967147,.0000315,00000-,21633-3 0,999
54064,22136P,24,283.75423922,-.00001878,00000-0,-99936-4,999,53.2150,95.4207,0001499,92.8436,267.2727,15.08829018,10958
54065,53.2140,39,.0165 000121,97.3458,62.7672,5.088419,0947,22136R,24283.8,598729,.0001374,00000-,87988-3 0,999
54067,22136S,24,283.85493301,.00000935,00000-0,76812-4,999,53.2141,139.5658,0001447,76.9815,283.1339,15.08833238,10945
54068,53.2145,39,.5871 000135,109.3303,50.7837,5.088152,0945,22136U,24241.3,471792,.2599398,12021-,40850-2 0,999
54070,22136V,24,283.84754403,.00001648,00000-0,12158-3,999,53.2142,139.5179,0001392,70.9871,289.1272,15.08849654,10945
54071,53.2148,39,.2021 000175,100.2371,59.8819,5.088264,0946,22136X,24283.8,124864,.0000481,00000-,-28484-3 0,999
54073,22136Y,24,283.84249756,-.00002010,00000-0,-10827-3,999,53.2147,134.5062,0001499,77.2532,282.8628,15.08834550,10904
54074,53.2148,39,.1769 000154,107.3434,52.7727,5.088260,0946,22136AA,24283.9,129190,.0000331,00000-,-19058-3 0,999
54076,22136AB,24,283.89642071,-.00000445,00000-0,-98442-5,999,53.2147,139.8084,0001325,83.8169,276.2974,15.08833441,10945
54077,53.2167,18,.1163 000145,77.4810,82.6346,5.129360,0927,22136AD,24283.8,783419,.0000057,00000-,-17771-4 0,999
54079,22136AE,24,283.83014739,.00002565,00000-0,17923-3,999,53.2132,130.1261,0001341,70.5649,289.5488,15.08830869,10910
54080,53.2147,34,.4991 000122,98.0029,62.1102,5.088319,0953,22136AG,24283.8,059126,.0000126,00000-,-61288-4 0,999
54082,22136AH,24,283.82646226,-.00002493,00000-0,-13858-3,999,53.2157,130.1027,0001360,101.5293,258.5852,15.08837268,10958
54083,53.2150,29,.7387 000147,105.5772,54.5383,5.088349,0911,22136AK,24283.8,276956,.0000492,00000-,-29172-3 0,999
54085,22136AL,24,283.87891650,-.00000838,00000-0,-34563-4,999,53.2138,129.7214,0001228,86.6678,273.4455,15.08826754,10911
54086,53.2146,15,.0718 000139,84.8661,75.2490,5.088215,0931,22136AN,24283.8,111283,.0000255,00000-,-14281-3 0,999
54088,22136AP,24,284.01781370,.00009485,00000-0,61331-3,999,53.2136,129.1648,0001242,98.4611,261.6522,15.08834795,10960
54089,53.2170,29,.0310 000145,108.2804,51.8346,5.088557,0960,22136AR,24283.8,690838,.0000117,00000-,-55701-4 0,999
54091,22136AS,24,283.83742957,-.00001693,00000-0,-88319-4,999,53.2162,129.4654,0001336,102.6697,257.4445,15.08835549,10911
54092,53.1936,05,.4971 000616,161.7819,98.3404,5.293689,0945,22136AU,24283.8,216483,.0000201,00000-,-10871-3 0,999
54094,22136AV,24,283.99200684,-.00005971,00000-0,-35710-3,999,53.2168,129.0069,0001330,82.0212,278.0931,15.08864751,10960
54095,53.2146,28,.9108 000146,102.6735,57.4421,5.088376,0960,22136AX,24283.9,832943,.0000165,00000-,-86058-4 0,999
54097,22136AY,24,283.79744698,-.00000598,00000-0,-19492-4,999,53.2162,104.9781,0001362,92.3832,267.7316,15.08828763,10945
54098,53.2156,29,.5888 000134,108.4901,51.6237,5.088446,0959,22136BA,24283.9,623424,.0000167,00000-,-86998-4 0,999
54100,22136BB,24,283.98096179,-.00001009,00000-0,-45295-4,999,53.2156,128.9354,0001456,93.4233,266.6926,15.08836566,10960
54101,53.2146,14,.5786 000122,110.2240,49.8883,5.088348,0979,22136BD,24283.8,795515,.0000154,00000-,-79298-4 0,999
54103,22136BE,24,283.78408730,-.00003187,00000-0,-18231-3,999,53.2151,109.8921,0001344,90.9629,269.1517,15.08826968,10938
54104,53.2158,94,.7644 000133,80.9426,79.1717,5.088305,0959,22136BG,22308.5,700968,.1129199,12447-,38267-3 0,999
54106,22136BH,22,308.76799852,.16128727,12436-4,19200-3,999,53.1990,70.0414,0017451,119.6132,242.7944,16.48430643,244
54107,53.2220,70,.9258 000403,82.1516,77.9994,6.491557,242,22136BK,22307.7,247510,.0688102,12308-,68040-3 0,999
54109,22137A,24,284.14258547,.00041547,00000-0,67084-3,999,97.0047,357.9122,0011859,78.0322,282.2261,15.52692734,11142
54110,97.1411,45,.7273 000940,277.3849,59.7639,6.359570,5985,22137C,22307.5,174225,.1343800,23654-,10000-3 0,999
54112,22137D,22,295.70045673,.00015594,00000-0,27188-3,999,97.0770,15.7659,0007277,262.8798,97.1627,15.50779296,13
54113,87.9123,67,.2841 000202,95.8044,64.3320,3.197276,9657,22138B,24284.1,402236,.0000007,00000-,16213-3 0,999
54115,22138C,24,284.11193406,.00000125,00000-0,28075-3,999,87.9134,67.3046,0002430,109.1144,251.0252,13.19727289,9656
54116,87.9130,67,.2852 000182,96.9072,63.2268,3.197256,9655,22138E,24283.9,554641,.0000010,00000-,22650-3 0,999
54118,22138F,24,284.11035041,.00000190,00000-0,44218-3,999,87.9129,67.2865,0001826,94.4276,265.7065,13.19728062,9657
54119,87.9128,67,.3381 000215,107.0475,53.0894,3.197235,9564,22138H,24283.8,285486,.0000124,00000-,30780-2 0,999
54121,22138J,24,283.81181789,.00000065,00000-0,13024-3,999,87.9125,67.3367,0001390,103.5586,256.5702,13.19724428,9565
54122,87.9130,67,.2877 000176,108.5355,51.5969,3.197276,9657,22138L,24283.9,766081,.0000001,00000-,29578-6 0,999
54124,22138M,24,283.84656325,.00000016,00000-0,82945-5,999,87.9126,67.3287,0001922,101.7952,258.3396,13.19726316,9564
54125,87.9139,67,.3407 000205,99.9536,60.1829,3.197273,9657,22138P,24284.1,721543,.0000005,00000-,10417-3 0,999
54127,22138Q,24,283.83866271,.00000038,00000-0,62789-4,999,87.9124,67.3306,0001839,100.0639,260.0701,13.19723441,9564
54128,87.9278,36,.8331 000182,86.6316,73.5026,3.207728,9805,22138S,24284.1,876963,.0000002,00000-,20202-4 0,999
54130,22138T,24,284.13086369,-.00000205,00000-0,-54374-3,999,87.9130,67.3009,0001931,109.2513,250.8829,13.19731626,9655
54131,87.9132,67,.3591 000198,113.6392,46.4949,3.197232,9552,22138V,24283.8,341373,.0000004,00000-,72403-4 0,999
54133,22138W,24,283.82221327,.00000089,00000-0,18622-3,999,87.9276,36.8140,0002078,72.0567,288.0793,13.20773063,9807
54134,87.9132,67,.3651 000182,95.4860,64.6481,3.197269,9566,22138Y,24284.1,086903,.0000005,00000-,96772-4 0,999
54136,22138Z,24,283.81656476,.00000115,00000-0,25584-3,999,87.9135,67.3629,0001661,99.1087,261.0234,13.19726811,9566
54137,87.9125,67,.3322 000160,103.7569,56.3742,3.197210,9654,22138AB,24283.9,239593,.0000006,00000-,14002-3 0,999
54139,22138AC,24,283.68228950,.00000055,00000-0,10592-3,999,87.9124,67.3582,0001497,94.9069,265.2235,13.19724473,9558
54140,87.9125,67,.3339 000184,95.9128,64.2215,3.197275,9564,22138AE,24284.0,686266,.0000014,00000-,32591-3 0,999
54142,22138AF,24,283.79854640,.00000131,00000-0,29021-3,999,87.9277,36.8504,0002390,76.3855,283.7544,13.20770369,9807
54143,87.9127,67,.3724 000200,103.9394,56.1962,3.197265,9564,22138AH,24284.0,296950,.0000001,00000-,-77580-4 0,999
54145,22138AJ,24,284.09613199,-.00000034,00000-0,-11635-3,999,87.9137,67.3062,0002067,102.2532,257.8832,13.19725787,9656
54146,87.9280,36,.8303 000175,66.7627,93.3691,3.207724,9808,22138AL,24283.8,603232,.0000002,00000-,40833-4 0,999
54148,22138AM,24,283.84746102,.00000092,00000-0,19403-3,999,87.9278,36.8808,0001125,68.3483,291.7770,13.20769906,9894
54149,87.3836,39,.0606 002182,216.2060,43.7693,4.922669,0685,22139A,24284.1,911394,.0000003,00000-,16076-3 0,999
54151,22139B,24,284.15296831,.00000035,00000-0,17819-3,999,82.5037,9.9470,0017489,133.1069,227.1477,12.42877747,8924
54152,82.5102,10,.2621 002127,131.6022,28.6885,2.428741,8925,22139D,24283.0,269607,.0000005,00000-,00000-0 0,999
54154,22139E,24,283.40701673,.00000052,00000-0,00000-0,999,89.9815,96.7543,0004304,209.4575,150.5749,4.97563544,3326
54155,51.6393,94,.5144 000976,11.7064,89.0130,5.499565,1798,22140B,22300.6,287956,.0677550,12401-,59186-3 0,999
54157,22141A,24,283.98193785,-.00001407,00000-0,-70294-4,999,53.2157,169.1740,0001321,103.6896,256.4243,15.08853805,10786
54158,53.2138,69,.8745 000164,107.6574,52.4598,5.088368,0784,22141C,24283.8,325655,.0000568,00000-,37524-3 0,999
54160,22141D,24,283.84345393,.00008391,00000-0,54477-3,999,53.2150,124.8115,0001372,83.8988,276.2160,15.08834495,10847
54161,53.2147,68,.9644 000142,99.2271,60.8883,5.088358,0787,22141F,24284.0,460135,.0000017,00000-,69488-5 0,999
54163,22141G,24,284.06658256,-.00001768,00000-0,-93035-4,999,53.2160,159.0107,0001450,98.7952,261.3204,15.08838305,10801
54164,53.2159,59,.9243 000150,98.0091,62.1073,5.088240,0798,22141J,24283.9,467272,.0000604,00000-,-36172-3 0,999
54166,22141K,24,283.86417613,.00011518,00000-0,74055-3,999,53.2142,159.8769,0001874,104.3397,255.7803,15.08843044,10798
54167,53.2155,69,.6653 000170,102.7972,57.3211,5.088164,0784,22141M,24284.0,921473,.0000283,00000-,-16003-3 0,999
54169,22141N,24,283.87514712,-.00001731,00000-0,-90667-4,999,53.2170,159.2483,0001752,102.4152,257.7036,15.08835195,10799
54170,53.2141,58,.9426 000135,85.7879,74.3268,5.088426,0800,22141Q,24283.8,977029,.0000282,00000-,-15957-3 0,999
54172,22141R,24,283.91567954,.00005238,00000-0,34697-3,999,53.2143,159.4920,0001547,97.0064,263.1104,15.08836441,10799
54173,53.2142,59,.5599 000173,114.0716,46.0458,5.088205,0798,22141T,24283.8,951207,.0000080,00000-,-32360-4 0,999
54175,22141U,24,284.05185396,.00014939,00000-0,95481-3,999,53.2141,158.9193,0001928,100.4686,259.6523,15.08836198,10801
54176,53.2140,58,.8305 000153,99.9196,60.1970,5.088458,0801,22141W,24283.8,575729,.0000505,00000-,33553-3 0,999
54178,22141X,24,283.82363855,-.00003724,00000-0,-21604-3,999,53.2144,159.6058,0001526,114.7050,245.4101,15.08830419,10798
54179,53.2151,59,.7452 000151,95.3906,64.7259,5.088253,0821,22141Z,24283.8,996715,.0000233,00000-,-12861-3 0,999
54181,22141AA,24,283.96349793,.00000754,00000-0,65492-4,999,53.2142,159.0810,0001236,88.8267,271.2867,15.08821081,10823
54182,53.2157,29,.3420 000136,92.8285,67.2863,5.088364,0841,22141AC,24283.8,626711,.0000367,00000-,-21306-3 0,999
54184,22141AD,24,283.82099969,.00010349,00000-0,66759-3,999,53.2146,160.3021,0001867,99.9650,260.1553,15.08828477,10797
54185,53.2159,58,.7614 000155,122.1092,38.0051,5.088398,0824,22141AF,24283.9,501982,.0000518,00000-,-30789-3 0,999
54187,22141AG,24,283.83470024,-.00003132,00000-0,-17880-3,999,53.2158,159.7112,0001647,107.6647,252.4525,15.08833496,10798
54188,53.2152,49,.3108 000142,99.1901,60.9253,5.088222,0837,22141AJ,24176.0,108811,.2622241,12332-,26033-2 0,999
54190,22141AK,24,283.92765659,.00007688,00000-0,50104-3,999,53.2145,149.5786,0001301,88.5234,271.5907,15.08809145,10836
54191,53.2147,49,.9558 000136,98.0196,62.0951,5.088329,0812,22141AM,24283.8,081125,.0000053,00000-,-15808-4 0,999
54193,22141AN,24,284.05276149,-.00000113,00000-0,10981-4,999,53.2147,148.9428,0001208,81.3827,278.7302,15.08837250,10838
