satellite_catalog_number,international_designator,epoch_year,epoch_day,mean_motion_derivative,mean_motion_derivative_2nd,bstar_drag_term,element_number,inclination,right_ascension,eccentricity,argument_of_perigee,mean_anomaly,mean_motion,revolution_number_at_epoch
00011,32.8658,51,.7137 145388,158.5457,08.2991,1.887993,6215,59001B,24284.1,089665,.0000326,00000-,19170-2 0,999
00015,59004  A,59,272.62543869,.00008106,+00000-0,+00000-0,999,046.9509,049.6823,7601812,047.2577,341.8928,01.88913924,00100
00016,34.2635,86,.1468 202437,39.7474,33.5182,0.494442,2420,59004,61008.8,131000,.0007022,+00000-,+00000-0 0,999
00018,59005  A,59,269.32477950,.04655228,+00000-0,+00000-0,999,079.9899,251.4819,0140209,012.7649,347.4143,16.16111033,00680
00019,83.9999,86,.5094 022221,326.3932,34.3056,5.837318,0720,59007A,24284.2,884432,.0000424,00000-,17106-2 0,999
00022,59009A,24,283.81178517,.00017574,00000-0,92248-3,999,50.2763,223.5140,0105937,195.8097,163.9541,15.10991568,70671
00023,50.2674,26,.9734 001834,032.5712,27.5638,6.135613,8050,59010,59324.7,896999,.0315905,+00000-,+00000-0 0,999
00025,59011  A,60,067.96672797,.09310919,+00000-0,+00000-0,999,080.6499,290.2565,0094843,170.3363,189.7568,16.35855842,01594
00026,78.9399,21,.1425 010375,073.2921,87.2863,6.229235,5290,60002,91183.4,209206,.2081090,+57222-,+14739-2 0,999
00029,60002B,24,283.76272144,.00003912,00000-0,57660-3,999,48.3773,66.1953,0022518,141.5888,218.6632,14.76976737,45109
00030,51.2500,56,.4892 000000,331.9473,28.0526,6.293583,7590,60003,67275.6,017494,.0166936,+00000-,+00000-0 0,999
00032,60004  A,60,115.70328308,.04582881,+00000-0,+00000-0,999,080.0999,205.8192,0176930,121.6216,239.2608,16.05408684,00140
00033,51.2879,36,.0668 024275,196.7800,63.6100,5.383433,2700,60005,62247.4,570340,.0205151,+00000-,+00000-0 0,999
00035,60005  B,60,198.16679572,.03271057,+00000-0,+00000-0,999,064.8899,044.6976,0000000,036.3819,323.6180,16.27523673,00990
00036,64.9598,14,.3796 002704,289.2310,70.4777,6.314787,0843,60005,61074.6,882873,.0003900,+00000-,+00000-0 0,999
00038,60005  E,60,232.69066809,.00610805,+00000-0,+00000-0,999,064.8899,302.1218,0034213,049.4823,310.6691,15.88909013,01500
00039,64.8899,24,.0258 005994,055.6628,04.6251,5.825103,1400,60005,60196.9,540115,.0037652,+00000-,+00000-0 0,999
00041,60005  H,60,213.55741600,.00877296,+00000-0,+00000-0,999,064.8899,009.0399,0041880,060.9395,299.2735,15.87027825,01200
00042,64.8899,12,.6938 012567,047.5739,12.9645,5.781454,1450,60006,74037.7,776050,.0098854,+09018-,+01753-4 0,999
00044,60006  B,60,339.48320007,.05617416,+00000-0,+00000-0,999,033.0000,103.1687,0000000,237.9085,122.0914,16.16822545,02990
00045,66.6946,86,.7959 025841,248.7929,08.5390,4.350002,9172,60007B,24284.2,001219,.0000398,00000-,77423-3 0,999
00047,60007C,24,283.83868157,.00002459,00000-0,54612-3,999,66.6649,259.0462,0228530,231.0191,127.0363,14.43968500,36191
00048,82.8499,40,.5639 004185,221.9110,38.2461,6.109873,1450,60009,68144.8,617407,.4198828,+00000-,+00000-0 0,999
00050,60009B,24,283.71613649,-.00000041,00000-0,41483-3,999,47.2308,272.0980,0113792,340.1500,19.4883,12.20147070,86255
00051,47.2111,53,.5619 010639,165.8773,94.5028,2.183374,5614,60009D,76059.2,960648,.0000022,+00000-,+10000-3 0,999
00053,60009E,24,283.74001709,.00000018,00000-0,10239-2,999,47.2761,80.7380,0099671,57.6653,303.3741,12.17351115,86045
00054,79.6499,91,.9186 000000,070.2736,89.7263,6.454398,0450,60011,60232.6,329979,.0000000,+00000-,+00000-0 0,999
00056,60011  B,60,267.06075999,.41473555,+00000-0,+00000-0,999,064.9400,008.3000,0007000,015.2810,344.7297,16.37352814,00555
00057,80.9000,50,.4820 013790,045.7500,14.8230,6.184516,0510,60013A,24283.7,180610,.0000016,00000-,12019-3 0,999
00059,60013B,24,283.63822523,.00000283,00000-0,25448-3,999,28.2493,46.3307,0188871,187.9845,171.7669,13.53097391,15973
00060,49.8769,97,.0017 001431,253.4265,06.9983,6.394205,8617,60015,60364.0,705382,.1095554,+00000-,+00000-0 0,999
00062,60014  B,85,299.99371213,.22611759,+59541-4,+14030-2,999,049.8852,300.2652,0004622,342.1851,017.9663,16.41189261,23697
00063,48.4363,77,.0735 000269,070.9689,89.2672,6.415665,1631,60016,81266.6,980638,.0753201,+56009-,+21805-2 0,999
00065,60017  A,60,336.92132948,.03564668,+00000-0,+00000-0,999,065.0000,216.0710,0035092,066.5949,293.5926,16.29251414,00010
00066,65.0000,12,.5878 000000,066.1541,93.8458,6.498380,0025,60018,61089.8,313007,.0216634,+00000-,+00000-0 0,999
00068,60019  A,61,019.69206429,.02230165,+00000-0,+00000-0,999,083.3999,075.4323,0097000,059.4404,301.0452,16.11424390,00470
00069,49.2657,17,.1807 003313,020.6026,39.6235,5.950211,5672,61001,73292.9,472414,.0144324,+04320-,+00000-0 0,999
00071,61002  A,61,047.49722528,.00429368,+00000-0,+00000-0,999,064.8999,143.3748,0088244,053.9095,306.5050,16.13209726,00200
00072,64.9004,66,.3199 001418,050.9188,09.1453,6.203951,0100,61002,61074.8,322116,.0221768,+00000-,+00000-0 0,999
00074,60016  C,89,127.00883376,.02098965,+49187-2,+22120-2,999,048.5374,350.7700,0009533,238.7285,120.9850,16.11032606,54541
00075,48.5003,10,.5790 001224,332.5609,27.6347,6.209747,9566,61003,61046.1,847496,.0205390,+00000-,+00000-0 0,999
00077,61003  C,61,054.18649006,.02195001,+00000-0,+00000-0,999,065.0109,145.4230,0055625,017.7415,342.3569,16.25160317,00180
00078,65.0109,86,.4129 008051,020.4596,39.7037,6.083997,0001,61001,70282.1,435484,.0920110,+00000-,+00000-0 0,999
00081,61004  A,64,099.25942492,.10394656,+00000-0,+00000-0,999,038.8448,136.7337,0200872,038.1868,323.2614,15.48210031,14227
00082,38.8513,24,.4788 116549,128.3126,42.8248,2.271001,117,61005,62206.7,306200,.0250715,+25804-,+00000-0 0,999
00084,61006  A,62,108.49162620,.00734000,+00000-0,+00000-0,999,080.6348,036.1968,0053808,166.7139,193.2084,16.12462598,06439
00085,38.7208,01,.8161 022634,50.4042,11.6472,4.695397,5717,61007,61089.3,107037,.1155755,+00000-,+00000-0 0,999
00088,61005  B,61,090.88572693,.01415362,+00000-0,+00000-0,999,080.9099,107.9583,0000000,339.6631,020.3368,15.97538142,00650
00089,80.9099,08,.5267 018790,341.2386,19.1045,5.517760,0650,61005,61295.4,793529,.0155573,+00000-,+00000-0 0,999
00091,61008  A,61,068.32560921,.00000000,+00000-0,+00000-0,999,064.9300,300.5999,0070000,095.0000,265.4066,16.39468422,00001
00092,64.9299,98,.7499 002348,024.4999,35.5567,6.327813,0005,61008,61068.5,068920,.0000000,+00000-,+00000-0 0,999
00095,61009  A,61,084.30125903,.00304554,+00000-0,+00000-0,999,064.9999,305.7360,0000000,042.2018,317.7981,16.36297684,00001
00096,65.0000,04,.1020 004823,041.7292,18.4575,6.397049,0011,61009,61084.6,967635,.0029904,+00000-,+00000-0 0,999
00099,60003  D,79,186.84178960,.01646730,+24659-2,+98060-3,999,051.2611,217.5480,0004728,097.4296,263.3330,16.18346998,05808
00100,82.2270,59,.1991 003050,264.6516,94.9985,6.095190,5672,60002,83106.8,622310,.0966554,+57417-,+11294-2 0,999
00102,61011  B,62,141.57070259,.02778262,+00000-0,+00000-0,999,081.8800,137.0465,0000000,256.3089,108.2152,16.31367068,06060
00104,65.0699,18,.9234 008570,098.8261,61.6679,6.231268,0039,60014,72059.9,842267,.0180337,+00000-,+00000-0 0,999
00106,61011  C,61,245.65856299,.01934985,+00000-0,+00000-0,999,081.8681,045.6978,0215079,039.0670,321.7165,15.80427697,02170
107,28.7861,55,.8421 051504,155.3487,07.2640,4.168990,8842,61014,61192.3,841649,.0308851,+00000-,+00000-0 0,999
00109,61014  B,61,169.50401349,.09910278,+00000-0,+00000-0,999,082.1100,315.3312,0029223,172.6556,187.3661,16.11467877,00025
115,48.1627,33,.8177 002978,16.7000,43.4890,4.914506,4724,61015A,24284.1,217822,.0000035,00000-,32754-3 0,999
00117,61015B,24,283.81305204,.00000182,00000-0,20415-3,999,66.8128,65.2396,0076825,3.3421,356.8155,13.90064963,20852
00118,66.7633,55,.1696 008386,340.6919,19.0993,4.023391,2984,61015D,24283.8,070621,.0000383,00000-,15597-2 0,999
00120,61015E,24,283.87810610,.00004226,00000-0,16338-2,999,66.7059,238.2607,0105566,90.7965,270.5229,14.27993294,26041
00121,66.7460,30,.9243 008633,73.9803,87.0768,4.000292,4022,61015G,24283.8,172457,.0002018,00000-,23581-2 0,999
00123,61015H,24,283.35245701,.00006380,00000-0,19151-2,999,66.6864,269.0299,0110500,357.1118,2.9332,14.39807157,29080
00124,66.5454,77,.1224 007667,204.9615,54.7769,4.338345,7062,61015K,24283.4,472208,.0000194,00000-,11855-2 0,999
00126,61015L,24,283.76110755,.00006555,00000-0,20047-2,999,66.7114,298.7235,0063466,344.0024,15.9073,14.41201388,27577
127,66.8293,50,.6469 006245,126.7384,33.9480,4.444801,7784,61015N,24284.0,705680,.0000077,00000-,54072-3 0,999
00129,61015  P,81,243.38994460,.11582138,+30779-4,+29390-2,999,066.5360,148.0205,0024828,248.7788,111.1346,16.27573342,07159
00130,66.7727,37,.5635 008539,357.0946,2.9629,3.991499,2536,61015R,24283.8,605957,.0000084,00000-,59813-3 0,999
00132,61015S,24,283.74511239,.00000358,00000-0,31784-3,999,66.6613,53.0273,0081385,247.0475,112.2002,13.94600009,21784
00133,67.1178,42,.1446 005922,267.9702,91.4612,4.210988,4598,61015U,24284.0,238998,.0000057,00000-,45180-3 0,999
135,61015V,02,107.40887136,+.27780205,+00000-0,+16188-1,999,066.6789,334.0564,0019795,237.0414,120.1192,16.12436535,10769
00136,67.5310,63,.5901 005548,238.2090,21.3608,4.385290,6811,61015,80348.1,845084,.0703763,+00000-,+41851-1 0,999
00138,61015Y,24,283.85216011,.00002650,00000-0,17251-2,999,67.1549,176.0447,0037302,244.1292,115.5949,14.03579551,21643
00139,67.1191,08,.3513 003997,247.0843,12.6056,5.652387,1288,61015 A,62270.1,842698,.0205351,+00000-,+00000-0 0,999
00141,61015AB,24,283.86678628,.00001651,00000-0,14307-2,999,66.5872,113.9907,0048266,91.1546,269.5060,13.88220217,18638
00142,67.0565,28,.6142 001099,010.2011,49.9276,5.834181,4891,61015 A,62164.7,996379,.0171494,+00000-,+00000-0 0,999
00144,61015AE,24,283.82071409,.00000917,00000-0,78684-3,999,66.4977,110.4510,0037902,24.2599,336.0251,13.91089298,19903
00145,66.9248,08,.1859 005900,25.5065,34.8911,4.025584,3039,61015 A,69188.0,591139,.5821682,+00000-,+00000-0 0,999
00147,61015AH,24,283.91348546,.00004406,00000-0,19927-2,999,66.6174,158.2629,0051288,155.6792,204.6739,14.22218774,24689
00148,65.7741,90,.6434 015650,276.2531,82.0742,4.086535,7222,61015 A,79016.5,215268,.0029967,+00000-,+00000-0 0,999
00150,61015AL,24,283.88513927,.00001367,00000-0,13018-2,999,66.2499,340.2723,0067714,254.3095,105.0498,13.82891830,2338
00151,66.8381,85,.9273 004433,231.5785,28.1289,5.712118,4423,61015AN,24283.8,257087,.0000193,00000-,10030-2 0,999
00153,61015 AP,81,109.85475893,.11253241,+00000-0,+47770-1,999,067.0866,035.8296,0019849,221.7533,138.3946,15.63487075,09307
154,66.6567,62,.4736 007570,76.4642,84.4862,4.056377,3059,61015AR,24283.8,924195,.0001008,00000-,27868-2 0,999
00156,61015AS,98,268.24939133,.08387044,46110+0,29248-1,999,066.9586,167.2062,0020807,204.3324,155.8200,16.02457719,90232
00157,66.7057,53,.5182 001680,216.0306,43.9849,5.841198,3664,61015AU,24283.8,270025,.0000092,00000-,24871-2 0,999
00159,61015AV,24,283.90399353,.00000456,00000-0,12292-2,999,65.5257,154.9138,0361180,32.0401,330.2033,13.02711896,69
00160,82.8851,98,.0580 006429,339.6908,20.4352,6.182355,2290,61015 A,81239.5,389810,.2025042,+31312-,+12929-1 0,999
00162,61017A,24,283.70454386,.00001051,00000-0,34189-3,999,47.8994,287.6236,0044721,254.0272,105.5692,14.44883199,30275
00163,91.1020,78,.9693 009898,110.7650,50.3860,8.918359,5913,61018,61202.2,057659,.2238338,+00000-,+00000-0 0,999
00165,61017B,14,049.78627807,.51550117,11846-4,32605-2,999,047.8209,176.0638,0008818,302.4463,186.3275,16.40853519,81585
00166,47.9289,70,.8616 000617,014.9088,45.6348,6.105284,4990,61017D,24283.7,446240,.0000122,00000-,57422-3 0,999
00168,61019  A,61,218.85853340,-.00718067,+00000-0,+00000-0,999,064.8394,077.9109,0064437,079.6523,280.7169,16.28592179,00010
00169,64.9111,73,.5519 000888,307.5918,52.4478,6.324537,0029,61020,62006.4,823000,.0000000,+00000-,+00000-0 0,999
00171,61015 AX,62,024.95114444,.04322575,+00000-0,+00000-0,999,067.1320,191.9744,0000000,105.5174,254.4825,16.22018576,03173
00172,67.0664,36,.4196 013307,144.1727,16.8355,3.586316,2150,61021,94364.3,400389,.0000000,+00000-,+00000-0 0,999
00174,61021  B,61,239.17145250,.01967683,+00000-0,+00000-0,999,032.8838,253.4261,0167023,236.8764,123.9075,15.95288715,00060
00175,66.5216,12,.3883 001999,331.8582,28.1554,6.018244,1733,61015 B,82042.6,725928,.3382218,+00000-,+40826-1 0,999
00177,61015BB,24,283.55320104,.00001164,00000-0,61613-3,999,66.6512,336.4349,0107468,163.0839,197.3880,14.14323108,25408
00178,66.8656,64,.8406 007307,74.0938,86.8179,3.928054,1152,61015BD,00063.6,597688,.0971959,+17753-,+39641-1 0,999
00180,61022  A,61,238.75937549,.00000000,+00000-0,+00000-0,999,036.4200,079.3906,0319912,275.1356,086.6609,14.93380756,00015
00181,82.0800,37,.4358 026831,067.4059,94.0307,5.870642,0100,61024,61340.4,538570,.0136151,+00000-,+00000-0 0,999
00184,61025  B,61,256.63897380,-.05499469,+00000-0,+00000-0,999,032.5825,065.4303,0000000,263.2197,096.7802,16.46285565,00001
00185,82.5800,53,.8751 013458,133.4681,27.1040,5.873104,0050,61026,61288.1,909210,.0073968,+00000-,+00000-0 0,999
00187,61024  C,61,264.78699169,.03861820,+00000-0,+00000-0,999,082.7052,347.7367,0160768,097.8544,263.0750,15.85958694,00140
00188,91.0975,81,.5913 013421,336.6348,22.8467,8.938348,6306,61027,61314.3,559389,.0148575,+00000-,+00000-0 0,999
00190,61027  B,61,292.42519079,.00954270,+00000-0,+00000-0,999,081.6900,011.9113,0051775,137.4538,222.7506,16.02255431,00090
00191,81.6900,18,.0139 007138,156.3611,03.8062,5.975203,0012,61028A,24283.8,573292,.0000000,00000-,11194-2 0,999
00193,61028  B,61,328.70552179,.03770584,+00000-0,+00000-0,999,094.7406,311.5505,1009823,075.4882,290.1475,14.04130105,00439
00194,95.8401,18,.4145 039547,69.7396,94.5514,8.700817,9967,61028D,24282.3,389311,.0000001,00000-,10084-1 0,999
196,61018D,24,283.15866819,-.00000021,00000-0,-79876-2,999,91.1057,177.1860,0113057,274.6736,84.1231,8.89685254,5427
00197,82.4868,15,.1658 003153,216.6491,04.9474,6.179804,5985,61029,61331.3,830909,.0457746,+00000-,+00000-0 0,999
00199,61029  C,61,335.53279260,.02422552,+00000-0,+00000-0,999,082.5036,025.3071,0188595,060.5602,300.3928,15.64471255,00390
00200,82.5036,21,.2693 015418,046.4022,14.2452,5.727087,0450,61030,61334.1,133040,.0118829,+00000-,+00000-0 0,999
202,61031A,24,284.17850671,.00000211,00000-0,22620-3,999,32.4372,202.6149,0101467,223.3371,135.9234,13.63696795,13706
00203,82.5170,37,.8822 042581,107.1694,55.2181,5.155519,0200,61031C,24283.6,851647,.0000022,00000-,24137-3 0,999
205,61031B,24,283.90395506,.00000137,00000-0,14207-3,999,32.4430,353.5087,0102159,348.9682,10.8705,13.62514488,13559
00206,33.3419,28,.8753 001526,059.4155,00.6610,6.424259,0016,61030,61321.7,032380,.0515241,+00000-,+00000-0 0,999
00209,61033  B,61,333.86587180,.44467461,+00000-0,+00000-0,999,032.5771,156.1258,0026253,126.6753,233.4475,16.46736067,00004
00210,66.4574,83,.2716 004711,332.5518,27.3068,3.879325,7996,61015BF,02289.9,597555,.1273149,63839-,44358-2 0,999
00212,61015 BG,88,223.38923421,-.15822117,+2776000,+99297-2,999,068.1769,199.2091,0021307,193.8042,166.4691,16.08547387,42300
00213,81.1825,50,.0683 000982,189.6323,70.1457,6.271481,1331,61034,62029.1,065150,.0293074,+00000-,+00000-0 0,999
00215,61034  C,61,352.02715520,.03901408,+00000-0,+00000-0,999,081.2100,091.2392,0068713,122.1360,238.2037,15.97558537,00082
00216,66.8223,92,.7333 000946,021.1458,40.6320,6.344077,9179,61035,62224.8,690329,.0218379,+00000-,+00000-0 0,999
00218,61035  B,61,364.23766899,.03510844,+00000-0,+00000-0,999,089.6755,079.5992,0015393,351.7618,008.2505,16.30775331,00120
00219,89.6800,79,.4270 005309,326.2440,33.9224,6.370843,0200,61015 B,66048.8,887524,.0224488,+14507-,+00000-0 0,999
223,61015BK,24,283.55293385,.00000201,00000-0,22459-3,999,66.8933,14.6834,0063471,39.9482,320.6241,13.88878707,20578
224,66.7368,70,.7898 005770,109.4184,62.5972,4.105539,2614,61015BM,24283.8,659569,.0000466,00000-,15423-2 0,999
00226,62002A,24,283.67777873,.00001135,00000-0,34659-3,999,48.2958,276.1095,0077241,236.5093,122.8407,14.46613386,27931
00227,48.1455,34,.5131 012883,42.4612,18.6164,4.397650,5555,62002C,24284.1,132192,.0003035,00000-,14305-2 0,999
00229,62002D,02,221.97718360,.26773775,11905-4,16052-2,999,048.2179,193.9883,0002708,246.8986,113.3149,16.41449899,15707
00230,66.8816,21,.2902 009999,257.3192,01.6698,3.965355,1982,61015 B,65043.8,390658,.0555908,+97256-,+00000-0 0,999
232,61015BQ,24,284.13726526,.00001160,00000-0,82458-3,999,66.8201,298.5659,0059436,190.6578,169.3251,14.00222280,22135
00233,66.8380,33,.4307 003093,222.7570,37.1154,4.901344,8737,61015BS,24283.3,805467,.0000168,00000-,11001-2 0,999
00235,61015BT,24,283.66306651,.00002375,00000-0,12318-2,999,66.9589,15.8304,0155633,78.0841,283.7651,14.10382195,23449
00236,67.2944,42,.5610 008322,267.6390,91.5127,5.412747,1385,61015 B,69099.3,694572,.0368162,+00000-,+00000-0 0,999
00238,61015 BW,69,327.86035893,.00673066,+00000-0,+00000-0,999,067.0585,081.6628,0027490,245.0697,114.7621,15.61705287,44804
00239,66.9885,22,.2404 002027,291.1811,68.7090,5.866334,2118,62003,62051.7,156445,.2848372,+00000-,+00000-0 0,999
00242,62004  A,62,062.69962201,.02752948,+00000-0,+00000-0,999,081.9441,126.2670,0038784,103.0179,193.4146,16.29138761,00160
00243,66.4628,13,.4991 002460,137.9948,22.3025,4.001375,9708,61015BZ,24283.7,884430,.0000063,00000-,51253-3 0,999
00245,61015CA,24,283.87223503,.00004152,00000-0,20911-2,999,66.1061,346.5093,0055014,207.9237,151.8895,14.16572229,24066
00246,66.8684,38,.3195 006926,212.1592,47.5252,3.860188,3858,62005,62079.3,761614,.0243840,+67248-,+00000-0 0,999
00248,62005  B,62,059.98297045,.13933306,+00000-0,+00000-0,999,082.2337,156.6391,0022705,132.3110,131.0327,16.18913484,00019
00249,82.2337,56,.6391 003296,132.3110,31.0334,6.164159,0019,61015 C,81254.9,531356,.1449885,+00000-,+17020-1 0,999
00251,62005  D,62,064.71471941,.12386287,+00000-0,+00000-0,999,082.2337,151.2263,0074468,114.1119,159.3763,16.06331308,00094
00252,67.0786,99,.2237 005892,289.7685,29.6642,3.772255,6657,61015CE,24282.4,004387,.0033497,00000-,37439-1 0,999
254,61015CF,24,283.96540409,.00007684,00000-0,20201-2,999,66.7737,138.9435,0069003,194.0776,165.8411,14.48155539,28484
00255,32.8099,05,.8817 000005,093.5650,68.1215,6.472628,8294,62007,63158.2,739320,.0315621,+22753-,+00000-0 0,999
00257,62006  B,70,121.42281878,.02642164,+00000-0,+00000-0,999,032.8131,138.9282,0000010,221.0716,138.9957,16.13662815,44975
00258,90.8226,00,.9058 003194,049.6100,10.6948,6.191980,0348,62007,62305.4,437580,.0196670,+74632-,+00000-0 0,999
260,61015CG,24,283.59503813,.00009334,00000-0,29234-2,999,66.7712,40.2084,0053125,226.9918,132.6729,14.40156981,26801
00261,66.6800,47,.7067 008392,32.8514,27.7746,4.006336,2590,61015CJ,24284.0,420504,.0001080,00000-,26112-2 0,999
00263,61015CK,24,283.74098563,.00004573,00000-0,12703-2,999,66.5333,352.2614,0103281,340.9913,102.3802,14.44263463,29430
264,66.5261,71,.5537 001693,107.5716,52.7235,4.341324,4574,61015 C,78277.5,626127,.0150590,+00000-,+00000-0 0,999
00266,62008  A,62,141.87528190,.02135369,+00000-0,+00000-0,999,048.9855,317.5610,0119598,042.4543,141.8598,16.04632966,01022
00267,62008  B,62,166.95571170,.02757985,+14437-1,+00000-0,999,049.0300,186.5920,0104913,154.8112,185.5524,16.12103375,01410
00268,67.9395,55,.5292 065803,231.7760,08.4807,2.513127,7623,62009,63229.9,168589,.0232018,+00000-,+00000-0 0,999
00270,62009  B,62,276.05383240,.12155272,+00000-0,+00000-0,999,048.8888,264.9199,0157800,140.9800,314.1000,16.00161027,02661
00271,86.6640,45,.2657 032824,65.5520,97.9256,9.413065,4776,62010,62101.8,489479,.0437999,+00000-,+00000-0 0,999
00273,62010C,24,283.23657197,.00000084,00000-0,16016-1,999,86.6745,27.1270,0320126,258.4163,98.0647,9.43804684,15317
00274,86.6500,62,.7872 035736,201.5017,57.0541,9.394022,4293,61015CP,01335.6,185935,.3114059,+62614-,+13683-1 0,999
00276,62011  A,62,142.71547270,.03426992,+00000-0,+00000-0,999,073.5580,207.2731,0000362,063.4595,231.9827,16.34562408,00552
00281,48.9525,18,.5667 004568,187.6986,80.4247,6.186633,2695,62013,62212.6,735052,.0106817,+00000-,+00000-0 0,999
00284,62014  B,62,167.60779550,.02522272,+18113-1,+00000-0,999,064.9180,213.8529,0000000,142.6150,171.1398,16.31119568,00820
00285,53.7584,07,.0630 000432,173.6423,86.4641,6.317027,5987,62015,71117.8,723462,.0505446,+00000-,+00000-0 0,999
00290,62017  A,62,137.57536680,.01050224,+00000-0,+00000-0,999,073.0672,250.4794,0140459,094.4287,152.6671,16.02492180,00295
00292,82.2905,53,.2150 001061,234.2895,25.6167,6.268648,8685,62018,62182.5,322920,.0247264,+00000-,+00000-0 0,999
00294,62018  C,62,192.52361860,.02675051,+74734-0,+00000-0,999,082.2568,171.4107,0008877,326.3621,054.7506,16.00903233,00880
00297,48.9589,79,.3998 009641,071.2055,89.8379,6.245411,4995,62020,62339.6,548300,.0169088,+00000-,+00000-0 0,999
00299,61015CQ,24,283.63497929,.00000372,00000-0,45399-3,999,67.1707,21.3598,0188479,33.5748,327.7100,13.68593371,14481
00300,66.7963,55,.4013 001655,115.1665,52.7074,5.266191,5540,61015 C,81097.2,935744,.2115702,+00000-,+47653-1 0,999
00302,62021  A,62,161.96112889,.05304320,+42152-1,+00000-0,999,074.1042,289.8892,0000000,147.7632,084.3086,16.38215711,00193
00304,74.2542,74,.4834 004096,074.5950,87.3557,6.211544,0375,62022,62169.7,192530,.0238537,+00000-,+00000-0 0,999
00306,62022  C,62,153.87786870,.07149502,+00000-0,+00000-0,999,074.2554,327.2565,0136948,132.7372,053.8840,16.02253428,00014
00307,96.3000,35,.9120 000000,165.2642,39.6321,6.274367,0004,62024,63302.4,632081,.0433971,+00000-,+00000-0 0,999
00309,62025A,24,283.44907648,.00002848,00000-0,50025-3,999,58.0909,321.1650,0191289,136.2867,225.3491,14.59155520,29190
00310,82.1135,52,.5045 000000,263.5375,36.0198,6.086766,0350,62025,90332.1,617353,.3893894,+54066-,+24957-2 0,999
00312,62025C,24,283.84731289,.00005888,00000-0,99134-3,999,58.2463,117.2538,0196467,201.4606,157.8105,14.58760372,26901
00313,57.9352,04,.7176 000759,016.7291,43.8852,6.327567,9106,62024,62192.7,614720,.0224447,+82405-,+00000-0 0,999
00315,62026  A,62,186.95370830,.04157415,+63378-1,+00000-0,999,075.0871,319.8535,0000000,115.1621,111.9379,16.31887199,00209
00316,76.0141,09,.9217 000000,287.2908,19.1167,6.412012,1212,61015 C,80366.6,668160,.0130037,+00000-,+15938-1 0,999
00318,61015CU,24,283.82089616,.00066889,00000-0,32914-2,999,66.5352,200.5584,0033366,139.3223,221.0420,15.17119369,32128
00319,66.7605,09,.9153 001060,226.8753,34.7486,6.269158,5375,61015CW,24283.8,114270,.0000205,00000-,77649-3 0,999
00321,61015 CX,69,055.74763705,.06372895,+00000-0,+00000-0,999,067.0999,143.9975,0000000,216.0024,144.1065,16.33669075,41477
00322,66.9507,41,.2530 002518,329.9502,30.0123,5.975040,2578,61015CZ,24283.5,365995,.0000262,00000-,13507-2 0,999
00324,61015DA,24,283.86727226,.00002895,00000-0,15875-2,999,66.8656,145.5405,0063125,126.2452,234.4495,14.12184379,23614
00325,66.9152,40,.0379 005458,144.8868,15.5845,4.212346,4561,61015 D,79273.9,476891,.0254668,+00000-,+07459-3 0,999
00327,61015DD,24,283.82122374,.00001011,00000-0,83227-3,999,66.5409,106.0546,0112849,175.1518,185.0680,13.90423536,20117
00328,66.6054,65,.3758 008834,082.3954,78.7181,5.533465,6597,61015DF,24283.6,342389,.0000036,00000-,51535-3 0,999
00330,61015DG,24,283.68116650,.00004235,00000-0,26347-2,999,66.9830,34.1321,0056342,224.1120,135.5467,14.05056414,21017
00331,66.9197,74,.1940 002287,337.0841,24.0648,5.821038,2185,61015 D,70257.8,181042,.0226859,+00000-,+00000-0 0,999
00333,61015DK,24,283.62928287,.00018729,00000-0,30140-2,999,66.7067,87.6015,0035519,40.5995,319.7762,14.71163350,29777
00334,66.9231,41,.6082 008093,192.0170,67.8982,3.915696,1040,61015DM,24283.6,233041,.0000437,00000-,20410-2 0,999
00336,61015DN,24,283.83960949,.00000433,00000-0,57025-3,999,67.0304,188.8055,0082606,219.3867,203.2483,13.68931162,15496
00337,67.0080,96,.4448 010303,339.3422,20.3499,3.756704,6006,62028,62250.6,159910,.0180453,+00000-,+00000-0 0,999
00339,62028  B,62,216.55012000,.01009667,+00000-0,+00000-0,999,048.9300,268.3010,0000000,298.8750,152.8240,16.18827216,00559
00340,44.8029,25,.2585 242188,358.6370,9.5553,9.128768,7622,62029B,24283.3,024564,.0000007,00000-,-21929-3 0,999
00342,62030  A,62,206.31491250,.01540583,+19879-0,+00000-0,999,096.1239,311.4906,0017596,204.0534,313.7520,16.32325923,00105
00343,96.1120,09,.9028 003947,211.5811,03.0367,6.312371,0079,62031,62226.3,574230,.0505844,+00000-,+00000-0 0,999
00345,62032  A,62,235.56875510,.05060203,+00000-0,+00000-0,999,071.0870,312.3753,0001686,104.7713,178.4220,16.31316547,00425
00346,64.9536,13,.9528 011401,048.0896,12.8771,5.992415,0031,62033,62232.6,064980,.0614424,+84809-,+00000-0 0,999
00350,61015DQ,24,283.64441127,.00001779,00000-0,77060-3,999,66.9154,6.8561,0132943,256.1536,102.4739,14.21873319,27541
351,66.7484,23,.7083 001813,77.6309,82.6838,4.689232,8713,61015 D,66336.9,766311,.0509740,+68342-,+00000-0 0,999
353,61015DT,23,182.55890822,.13849844,63888-5,41731-2,999,66.4475,27.5831,0021606,258.9838,100.8925,16.25908840,24119
00354,67.0685,45,.5950 016329,18.4411,93.9958,3.490252,9484,61015DV,24283.3,004743,.0000221,00000-,38903-2 0,999
